,value,geometry,lon,lat
755,40.0,POINT (656924.5081798278 5582254.034841379),656924.508,5582254.035
756,31.0,POINT (662436.9889085561 5582269.406688002),662436.989,5582269.407
757,38.0,POINT (640479.0651886734 5582250.766731754),640479.065,5582250.767
758,37.0,POINT (642623.9498036007 5582239.727540213),642623.95,5582239.728
759,33.0,POINT (656691.8960183235 5582200.518367351),656691.896,5582200.518
760,40.0,POINT (659749.5667119097 5582114.633030392),659749.567,5582114.633
761,35.0,POINT (659102.5419110599 5582014.618386545),659102.542,5582014.618
762,33.0,POINT (652381.0550648663 5581772.995174212),652381.055,5581772.995
763,28.0,POINT (656394.2222660355 5581658.740743615),656394.222,5581658.741
764,39.0,POINT (659728.4934121836 5581585.546053992),659728.493,5581585.546
765,38.0,POINT (656524.841403563 5581581.763789251),656524.841,5581581.764
766,37.0,POINT (660403.0073280204 5581566.559828709),660403.007,5581566.56
767,38.0,POINT (656432.253925915 5581560.003273539),656432.254,5581560.003
768,40.0,POINT (658587.5453934144 5581526.237246421),658587.545,5581526.237
769,38.0,POINT (641931.9883841206 5581430.848598666),641931.988,5581430.849
770,33.0,POINT (641364.6204506577 5581408.389275298),641364.62,5581408.389
771,40.0,POINT (645575.4916776543 5581228.780247209),645575.492,5581228.78
772,40.0,POINT (660340.1183170591 5581447.247292268),660340.118,5581447.247
773,37.0,POINT (660931.1710870001 5581368.295214237),660931.171,5581368.295
774,38.0,POINT (653813.8870582051 5581219.083863246),653813.887,5581219.084
775,37.0,POINT (656103.8274293089 5581158.787488206),656103.827,5581158.787
776,37.0,POINT (640450.9914820268 5581147.160335095),640450.991,5581147.16
777,37.0,POINT (660405.9152946138 5581095.494044681),660405.915,5581095.494
778,35.0,POINT (656035.8167621614 5581381.814944819),656035.817,5581381.815
779,32.0,POINT (656344.2850356341 5580971.317343006),656344.285,5580971.317
780,38.0,POINT (652175.2611724106 5580955.560071206),652175.261,5580955.56
781,38.0,POINT (651975.0468337063 5580916.288420915),651975.047,5580916.288
782,35.0,POINT (651199.4367506562 5580752.766844064),651199.437,5580752.767
783,35.0,POINT (660770.6891025505 5580839.798834368),660770.689,5580839.799
784,35.0,POINT (658401.2931640676 5580799.718532397),658401.293,5580799.719
785,35.0,POINT (650935.365908875 5580733.883889176),650935.366,5580733.884
786,32.0,POINT (660981.2814555694 5581030.903597006),660981.281,5581030.904
787,37.0,POINT (644164.6266393859 5580689.249623428),644164.627,5580689.25
788,37.0,POINT (641524.3236084965 5580700.893626644),641524.324,5580700.894
789,37.0,POINT (641605.379981637 5580645.066856081),641605.38,5580645.067
790,35.0,POINT (661526.708530757 5580565.909339001),661526.709,5580565.909
791,37.0,POINT (661277.7482842816 5580684.882910802),661277.748,5580684.883
792,40.0,POINT (642510.3132326173 5580507.472254209),642510.313,5580507.472
793,38.0,POINT (637975.4452374403 5580502.885361811),637975.445,5580502.885
794,33.0,POINT (640892.8668204346 5580362.528376849),640892.867,5580362.528
795,37.0,POINT (639568.0970991985 5580340.037272651),639568.097,5580340.037
796,38.0,POINT (655722.7315990947 5580239.676558082),655722.732,5580239.677
797,38.0,POINT (639686.5545568644 5580182.993248894),639686.555,5580182.993
798,37.0,POINT (660460.2132329399 5580173.730724791),660460.213,5580173.731
799,37.0,POINT (661901.6852531814 5580167.238653324),661901.685,5580167.239
800,35.0,POINT (638730.9229001445 5580025.357374254),638730.923,5580025.357
801,40.0,POINT (645605.3985698839 5579981.106550191),645605.399,5579981.107
802,40.0,POINT (641925.6996131554 5579933.863200753),641925.7,5579933.863
803,33.0,POINT (660569.7286476555 5579903.172703915),660569.729,5579903.173
804,40.0,POINT (644477.1489867278 5579870.439274589),644477.149,5579870.439
805,40.0,POINT (641511.4054289161 5579780.702806683),641511.405,5579780.703
806,37.0,POINT (646630.9235119873 5579735.65152343),646630.924,5579735.652
807,37.0,POINT (645967.7514101339 5579729.19575884),645967.751,5579729.196
808,35.0,POINT (656556.0570601048 5579590.271376431),656556.057,5579590.271
809,40.0,POINT (662242.9783332442 5579665.636612548),662242.978,5579665.637
810,40.0,POINT (653360.1343613821 5579439.776738572),653360.134,5579439.777
811,35.0,POINT (638525.4689806231 5579321.789053388),638525.469,5579321.789
812,35.0,POINT (661660.4571851054 5579205.432972817),661660.457,5579205.433
813,35.0,POINT (638824.8042669836 5579078.927211337),638824.804,5579078.927
814,37.0,POINT (643730.4311459984 5579036.958453922),643730.431,5579036.958
815,38.0,POINT (646533.8385552805 5579001.01150167),646533.839,5579001.012
816,33.0,POINT (661110.3686935125 5579119.996588515),661110.369,5579119.997
817,37.0,POINT (639556.9439674978 5578716.58363769),639556.944,5578716.584
818,38.0,POINT (639066.2063000849 5578591.976448382),639066.206,5578591.976
819,35.0,POINT (649768.6252506006 5578532.499720383),649768.625,5578532.5
820,37.0,POINT (662465.040509832 5578549.254270634),662465.041,5578549.254
821,32.0,POINT (639788.1802049768 5578442.607227331),639788.18,5578442.607
822,35.0,POINT (646262.8742012975 5578638.055914343),646262.874,5578638.056
823,40.0,POINT (661200.5772531951 5578469.299756679),661200.577,5578469.3
824,37.0,POINT (651212.9856148966 5578457.740614376),651212.986,5578457.741
825,40.0,POINT (652632.1084308007 5578244.740660922),652632.108,5578244.741
826,35.0,POINT (651669.2238258815 5578325.761068833),651669.224,5578325.761
827,40.0,POINT (641934.4815118792 5578222.141346557),641934.482,5578222.141
828,35.0,POINT (641905.6964042023 5578097.056807067),641905.696,5578097.057
829,35.0,POINT (661324.1400460097 5578067.161221513),661324.14,5578067.161
830,38.0,POINT (661461.9530978895 5577963.9975974),661461.953,5577963.998
831,31.0,POINT (656901.1710530642 5578103.455331916),656901.171,5578103.455
832,31.0,POINT (656916.3304520076 5578405.224364624),656916.33,5578405.224
833,31.0,POINT (656960.996854516 5578328.804224622),656960.997,5578328.804
834,38.0,POINT (638013.859367964 5577945.9444999),638013.859,5577945.944
835,35.0,POINT (645718.3247351862 5577912.654931844),645718.325,5577912.655
836,35.0,POINT (655948.822583402 5577895.603989568),655948.823,5577895.604
837,37.0,POINT (662405.4495793658 5577808.982339598),662405.45,5577808.982
838,33.0,POINT (643004.2878554532 5577695.802237),643004.288,5577695.802
839,38.0,POINT (657105.9164839782 5577793.182575639),657105.916,5577793.183
840,40.0,POINT (655223.6272039497 5577773.833713579),655223.627,5577773.834
841,35.0,POINT (639033.600152623 5577724.647743592),639033.6,5577724.648
842,40.0,POINT (655483.0844663412 5577379.040551701),655483.084,5577379.041
843,34.0,POINT (642794.8019885801 5577513.189712105),642794.802,5577513.19
844,33.0,POINT (646905.2143242507 5577469.910580219),646905.214,5577469.911
845,38.0,POINT (656289.3351486278 5577541.804095112),656289.335,5577541.804
846,40.0,POINT (643343.5666744779 5577375.924808811),643343.567,5577375.925
847,40.0,POINT (656163.6161929835 5577361.694149058),656163.616,5577361.694
848,40.0,POINT (643385.1048064942 5577361.161884076),643385.105,5577361.162
849,37.0,POINT (649093.6952322092 5577556.197062997),649093.695,5577556.197
850,37.0,POINT (641950.7315663045 5577257.10352268),641950.732,5577257.104
851,40.0,POINT (642007.142507089 5577295.062110033),642007.143,5577295.062
852,35.0,POINT (641458.1025510728 5577116.108072383),641458.103,5577116.108
853,35.0,POINT (638687.1581321741 5577015.346341589),638687.158,5577015.346
854,40.0,POINT (641823.5492548619 5577081.146430925),641823.549,5577081.146
855,40.0,POINT (654481.9044137918 5576967.617994789),654481.904,5576967.618
856,37.0,POINT (649310.4529084339 5576950.388904148),649310.453,5576950.389
857,37.0,POINT (654348.0707697747 5576934.025549141),654348.071,5576934.026
858,33.0,POINT (661234.0776851574 5576802.785720047),661234.078,5576802.786
859,33.0,POINT (638033.7537373431 5576768.995932147),638033.754,5576768.996
860,35.0,POINT (656531.0536845049 5577163.952349621),656531.054,5577163.952
861,35.0,POINT (656529.1536109255 5577049.143956149),656529.154,5577049.144
862,35.0,POINT (656772.6585500308 5576744.576434543),656772.659,5576744.576
863,35.0,POINT (656725.2407063349 5576966.941168071),656725.241,5576966.941
864,31.0,POINT (656704.4373927236 5576560.045315537),656704.437,5576560.045
865,31.0,POINT (639667.5444888364 5576405.153209638),639667.544,5576405.153
866,38.0,POINT (643949.3181121955 5576340.178973487),643949.318,5576340.179
867,38.0,POINT (646696.5848315764 5576339.839535919),646696.585,5576339.84
868,40.0,POINT (645424.3363141558 5576346.826843256),645424.336,5576346.827
869,40.0,POINT (643901.3964482385 5576306.276414234),643901.396,5576306.276
870,33.0,POINT (639371.8812648079 5576329.812351049),639371.881,5576329.812
871,38.0,POINT (651593.1078917038 5576178.488484724),651593.108,5576178.488
872,40.0,POINT (647407.0358946985 5576206.211563277),647407.036,5576206.212
873,37.0,POINT (660041.5235937809 5576149.504286949),660041.524,5576149.504
874,35.0,POINT (656380.101251727 5576172.844334406),656380.101,5576172.844
875,40.0,POINT (653588.6773064858 5576105.684426649),653588.677,5576105.684
876,33.0,POINT (661591.6432925783 5576065.01636677),661591.643,5576065.016
877,35.0,POINT (644971.1273193716 5576040.41853917),644971.127,5576040.419
878,37.0,POINT (655400.0878592228 5576127.103470713),655400.088,5576127.103
879,40.0,POINT (643576.8889662833 5576018.436299957),643576.889,5576018.436
880,21.0,POINT (650281.8178992278 5576043.644598139),650281.818,5576043.645
881,38.0,POINT (645672.6603843495 5576011.399095507),645672.66,5576011.399
882,37.0,POINT (647582.6287034076 5576000.148801198),647582.629,5576000.149
883,37.0,POINT (639067.7559480192 5575962.432934215),639067.756,5575962.433
884,38.0,POINT (639138.7971839098 5575866.303208076),639138.797,5575866.303
885,38.0,POINT (640620.9755950889 5575883.205309367),640620.976,5575883.205
886,28.0,POINT (646057.5380837095 5575857.028488937),646057.538,5575857.028
887,37.0,POINT (638914.9207055559 5575875.840531051),638914.921,5575875.841
888,37.0,POINT (651315.7538857191 5575804.694563917),651315.754,5575804.695
889,38.0,POINT (653698.2130763722 5575761.357516098),653698.213,5575761.358
890,40.0,POINT (653591.4204664443 5575739.521086337),653591.42,5575739.521
891,40.0,POINT (656601.0617161572 5575725.324330681),656601.062,5575725.324
892,33.0,POINT (644533.8965016716 5575515.043619258),644533.897,5575515.044
893,38.0,POINT (650095.025133639 5575446.647601729),650095.025,5575446.648
894,38.0,POINT (662081.6279187676 5575341.26595843),662081.628,5575341.266
895,40.0,POINT (662389.4209546568 5575360.238472674),662389.421,5575360.238
896,37.0,POINT (653694.7584572204 5575313.504140918),653694.758,5575313.504
897,33.0,POINT (651789.2530209272 5575123.993397227),651789.253,5575123.993
898,40.0,POINT (644514.2394430502 5575118.360262144),644514.239,5575118.36
899,40.0,POINT (657090.9608413578 5575447.724758947),657090.961,5575447.725
900,40.0,POINT (656963.8391160598 5575296.027128624),656963.839,5575296.027
901,38.0,POINT (644261.6289591675 5575283.054797056),644261.629,5575283.055
902,37.0,POINT (638369.4969231876 5575002.629472488),638369.497,5575002.629
903,37.0,POINT (660646.1185550765 5574986.831076785),660646.119,5574986.831
904,40.0,POINT (641368.704764399 5574934.488491633),641368.705,5574934.488
905,35.0,POINT (659952.7331389433 5574938.131637526),659952.733,5574938.132
906,37.0,POINT (649243.3622857482 5574829.027070077),649243.362,5574829.027
907,38.0,POINT (639500.7049861099 5574777.778961015),639500.705,5574777.779
908,40.0,POINT (643130.9760375939 5574784.303768761),643130.976,5574784.304
909,38.0,POINT (651734.9460038323 5574670.742157052),651734.946,5574670.742
910,33.0,POINT (654673.2537327677 5574672.638673333),654673.254,5574672.639
911,33.0,POINT (646919.3774309742 5574517.727687187),646919.377,5574517.728
912,38.0,POINT (641797.4543466092 5574500.381820081),641797.454,5574500.382
913,40.0,POINT (652503.975795718 5574394.913225226),652503.976,5574394.913
914,37.0,POINT (644434.1020641862 5574480.278008273),644434.102,5574480.278
915,27.0,POINT (650785.3221823379 5574452.977263195),650785.322,5574452.977
916,40.0,POINT (653412.9390435803 5574384.884999234),653412.939,5574384.885
917,40.0,POINT (656808.7326609046 5574755.475744251),656808.733,5574755.476
918,40.0,POINT (657623.9263808283 5574239.877218498),657623.926,5574239.877
919,38.0,POINT (642506.5838527372 5574392.204851875),642506.584,5574392.205
920,40.0,POINT (655715.4281486627 5574142.230658984),655715.428,5574142.231
921,37.0,POINT (660602.4781360039 5574298.719662838),660602.478,5574298.72
922,33.0,POINT (650261.5385848936 5574008.157613753),650261.539,5574008.158
923,38.0,POINT (654757.5749082845 5573751.290988076),654757.575,5573751.291
924,37.0,POINT (650245.293434941 5573778.648573862),650245.293,5573778.649
925,35.0,POINT (639486.3521276723 5573698.521267151),639486.352,5573698.521
926,19.0,POINT (641759.8337791313 5573705.887143181),641759.834,5573705.887
927,40.0,POINT (657834.0509569208 5573789.583208365),657834.051,5573789.583
928,37.0,POINT (649502.551437268 5573900.744849899),649502.551,5573900.745
929,37.0,POINT (654484.9616689762 5573554.641869192),654484.962,5573554.642
930,35.0,POINT (652413.062871938 5573594.432281485),652413.063,5573594.432
931,38.0,POINT (650614.3646548613 5573530.92646329),650614.365,5573530.926
932,33.0,POINT (648090.5552043666 5573356.872177185),648090.555,5573356.872
933,40.0,POINT (661980.8807107116 5573313.168049208),661980.881,5573313.168
934,37.0,POINT (654459.6534511473 5573338.662120058),654459.653,5573338.662
935,37.0,POINT (640531.9866915799 5573208.891207008),640531.987,5573208.891
936,35.0,POINT (652664.521476969 5573093.855227958),652664.521,5573093.855
937,38.0,POINT (651468.3622453603 5573223.33017564),651468.362,5573223.33
938,37.0,POINT (650934.0905643769 5572792.942737384),650934.091,5572792.943
939,35.0,POINT (639670.1341693703 5572772.839023509),639670.134,5572772.839
940,37.0,POINT (657327.587133043 5572805.487014218),657327.587,5572805.487
941,37.0,POINT (647057.4382509985 5572742.713403995),647057.438,5572742.713
942,38.0,POINT (647762.5709975092 5572732.433221591),647762.571,5572732.433
943,40.0,POINT (646695.4643557598 5572693.146130181),646695.464,5572693.146
944,40.0,POINT (645518.0651416592 5572507.388008494),645518.065,5572507.388
945,38.0,POINT (649628.344379501 5572497.217691212),649628.344,5572497.218
946,22.0,POINT (656182.4590759713 5572436.22038692),656182.459,5572436.22
947,26.0,POINT (642882.3325360686 5572424.226143449),642882.333,5572424.226
948,37.0,POINT (654100.2869151998 5572411.365140354),654100.287,5572411.365
949,35.0,POINT (661111.1202203678 5572378.608606469),661111.12,5572378.609
950,37.0,POINT (643378.1176009227 5572345.334838532),643378.118,5572345.335
951,35.0,POINT (638634.9345290222 5572542.723792201),638634.935,5572542.724
952,39.0,POINT (638790.5725388866 5572231.922334053),638790.573,5572231.922
953,35.0,POINT (654366.8119248364 5572263.289634488),654366.812,5572263.29
954,37.0,POINT (662637.525047639 5572232.563126164),662637.525,5572232.563
955,38.0,POINT (639554.6017643234 5572185.127925411),639554.602,5572185.128
956,38.0,POINT (643730.1557816478 5572039.607684702),643730.156,5572039.608
957,33.0,POINT (638405.4297482859 5572118.857926299),638405.43,5572118.858
958,40.0,POINT (662472.6224512922 5572079.40814728),662472.622,5572079.408
959,38.0,POINT (662624.7173514022 5572088.244909444),662624.717,5572088.245
960,40.0,POINT (651353.7387753552 5572045.708535677),651353.739,5572045.709
961,40.0,POINT (644405.1687255683 5571976.488682014),644405.169,5571976.489
962,40.0,POINT (638417.9252517765 5571918.936652883),638417.925,5571918.937
963,40.0,POINT (653337.2056227527 5571888.90477971),653337.206,5571888.905
964,40.0,POINT (643028.576470145 5571772.539894658),643028.576,5571772.54
965,33.0,POINT (649585.1051761423 5571739.098874831),649585.105,5571739.099
966,38.0,POINT (642788.0324945982 5571808.600747216),642788.032,5571808.601
967,37.0,POINT (660601.3741378492 5571802.534833423),660601.374,5571802.535
968,31.0,POINT (639519.2749023581 5571659.827613826),639519.275,5571659.828
969,38.0,POINT (650179.6773973347 5571657.263425022),650179.677,5571657.263
970,32.0,POINT (643892.6912409948 5571601.463902704),643892.691,5571601.464
971,40.0,POINT (655178.5693087584 5571468.087651563),655178.569,5571468.088
972,37.0,POINT (648006.2523446728 5571445.731361527),648006.252,5571445.731
973,37.0,POINT (649641.4849866292 5571272.480300667),649641.485,5571272.48
974,40.0,POINT (643519.6791336188 5571149.09280438),643519.679,5571149.093
975,38.0,POINT (643074.1881587406 5571155.899570531),643074.188,5571155.9
976,35.0,POINT (648073.3634285935 5571132.138327925),648073.363,5571132.138
977,40.0,POINT (645129.2542529928 5571100.657815691),645129.254,5571100.658
978,37.0,POINT (655468.397347066 5571042.765369498),655468.397,5571042.765
979,38.0,POINT (655941.1101771502 5571343.066294275),655941.11,5571343.066
980,38.0,POINT (648800.5296738297 5570942.289535215),648800.53,5570942.29
981,40.0,POINT (641868.8406900109 5570918.144370149),641868.841,5570918.144
982,35.0,POINT (651719.9176769834 5570878.67878168),651719.918,5570878.679
983,40.0,POINT (643400.1192862536 5570880.956803809),643400.119,5570880.957
984,32.0,POINT (649991.615643212 5570847.760632236),649991.616,5570847.761
985,38.0,POINT (651272.4656121331 5570915.007679727),651272.466,5570915.008
986,40.0,POINT (646353.3777985594 5570782.9493334),646353.378,5570782.949
987,37.0,POINT (649275.8727008925 5570791.398092718),649275.873,5570791.398
988,38.0,POINT (647848.007082521 5570521.566972195),647848.007,5570521.567
